#	跳转号	原检索号	描述	中文名	null	
346	345	175	花瓣不成细长形，或纵为细长形时，也不向外翻转。		-----	
347	350	176	叶无托叶。		-----	
348	349	177	叶全缘；果实肉质或木质	玉蕊科	FA138	
349	348	177	叶缘多少有些锯齿或齿裂；果实呈核果状，其形歪斜	山矾科	FA228	
350	347	176	叶有托叶。		-----	
351	352	178	花瓣呈旋转状排列；花药隔向上延伸；花萼裂片中2个或更多个在果实上变大而呈翅状	龙脑香科	FA96	
352	351	178	花瓣呈覆瓦状或旋转状排列(玄口蔷薇科的火棘属pyracantha)；花药隔并不向上延伸；花萼裂片也无上述变大情形。		-----	
353	354	179	子房1室，内具2～6侧膜胎座，各有1个至多数胚珠；果实为革质蒴果，自顶端以2-6爿裂开	大风子科	FA79	
354	353	179	子房2～5室，内具中轴胎座，或其心皮在腹面互相分离而具边缘胎座。		-----	
355	356	180	花成伞房、圆锥、伞形或总状等花序，稀可单生；子房2—5室，或心皮2～5个，下位，每室或每心皮有胚珠1-2个，稀可有时为3～10个，或为多数；果实为肉质或木质假果；种子无翅	蔷薇科	FA122	
356	355	180	花成头状或肉穗花序；子房2室，半下位，每室有胚珠2—6个；果为木质蒴果；种子有或无翅	金缕梅科	FA98	
357	320	162	花萼和1个或更多的雌蕊互相分离，即子房上位。		-----	
358	371	181	花为周位花。		-----	
359	360	182	萼片和花瓣相似，覆瓦状排列成数层，着生于坛状花托的外侧	蜡梅科	FA189	
360	359	182	萼片和花瓣有分化，在萼筒或花托的边缘排列成2层。		-----	
361	364	183	叶对生或轮生，有时上部者可互生，但均为全缘单叶；花瓣常于蕾中呈皱折状。		-----	
362	363	184	花瓣无爪，形小，或细长；浆果	海桑科	FA145	
363	362	184	花瓣有细爪，边缘具腐蚀状的波纹或具流苏；蒴果	千屈菜科	FA139	
364	361	183	叶互生，单叶或复叶；花瓣不呈皱折状。		-----	
365	366	185	花瓣宿存；雄蕊的下部连成一管	亚麻科	FA112	
366	365	185	花瓣脱落性；雄蕊互相分离。		-----	
367	368	186	草本植物，具二出数的花朵；萼片2片，早落性；花瓣4个	罂粟科	FA162	
368	367	186	木本或草本植物，具五出或四出数的花朵。		-----	
369	370	187	花瓣镊合状排列；果实为荚果；叶多为二回羽状复叶；有时叶片退化，而叶柄发育为叶状柄；皮1个	豆科	FA86	
370	369	187	花瓣覆瓦状排列；果实为核果、瞢荚果或瘦果；叶为单叶或复叶；心皮1个至多数	蔷薇科	FA122	
371	358	181	花为下位花，或至少在果实时花托扁平或隆起。		-----	
372	401	188	雌蕊少数至多数，互相分离或微有连合。次188项见258页。		-----	
373	376	189	水生植物。		-----	
374	375	190	叶片呈盾状，全缘	睡莲科	FA131	
375	374	190	叶片不呈盾状，多少有些分裂或为复叶	毛茛科	FA118	
376	373	189	陆生植物。		-----	
377	388	191	茎为攀援性。		-----	
378	381	192	草质藤本。		-----	
379	380	193	花显著，为两性花	毛茛科	FA118	
380	379	193	花小形，为单性，雌雄异株	防己科	FA119	
381	378	192	木质藤本或为蔓生灌木。		-----	
382	383	194	叶对生，复叶由3小叶所成，或顶端小叶形成卷须	毛茛科	FA118	
383	382	194	叶互生，单叶。		-----	
384	387	195	花单性。		-----	
385	386	196	心皮多数，结果时聚生成一球状的肉质体或散布于极延长的花托上	兰科	FA288	
386	385	196	心皮3-6，果为核果或核果状	防己科	FA119	
387	384	195	花两性或杂性；心皮数个，果为瞢荚果	五桠果科	FA161	
388	377	191	茎直立，不为攀援性。		-----	
389	390	197	雄蕊的花丝连成单体	锦葵科	FA101	
390	389	197	雄蕊的花丝互相分离。		-----	
391	394	198	草本植物，稀可为亚灌木；叶片多少有些分裂或为复叶。		-----	
392	393	199	叶无托叶，种子有胚乳	毛茛科	FA118	
393	392	199	叶多有托叶，种子无胚乳	蔷薇科	FA122	
394	391	198	木本植物；叶片全缘或边缘有锯齿，也稀有分裂者。		-----	
395	396	200	萼片及花瓣均为镊合状排列；胚乳具嚼痕	番荔枝科	FA188	
396	395	200	萼片及花瓣均为覆瓦状排列；胚乳无嚼痕。		-----	
397	398	201	萼片及花瓣相同，三出数，排列成3层或多层，均可脱落	兰科	FA288	
398	397	201	萼片及花瓣甚有分化，多为五出数，排列成2层，萼片宿存。		-----	
399	400	202	心皮3个至多数；花柱互相分离；胚珠为不定数	五桠果科	FA161	
400	399	202	心皮3—10个；花术完全合生；胚珠单生	金莲木科	FA97	
401	372	188	雌蕊1个，但花柱或柱头为1至多数。		-----	
402	405	203	叶片中无透明微点。		-----	
403	404	204	叶互生，羽状复叶或退化为仅有1顶生小叶	芸香科	FA166	
404	403	204	叶对生，单叶	藤黄科	FA73	
405	402	203	叶片中具透明微点。		-----	
406	411	205	子房单纯，具1子房室。		-----	
407	408	206	乔木或灌木；花瓣呈镊合状排列；果实为荚果	豆科	FA86	
408	407	206	草本植物；花瓣呈覆瓦状排列；果实不是荚果。		-----	
409	410	207	花为五出数；瞢荚果	毛茛科	FA118	
410	409	207	花为三出数；浆果	小檗科	FA116	
411	406	205	子房为复合性。		-----	
412	427	208	子房1室，或在马齿苋科的土人参属Talinum中子房基部为3室。(次08项见259页)		-----	
413	416	209	特立中央胎座。		-----	
414	415	210	草本；叶互生或对生；子房的基部3室，有多数胚珠	马齿苋科	FA108	
415	414	210	灌木；叶对生；子房1室，内有成为3对的6个胚珠	红树科	FA144	
416	413	209	侧膜胎座。		-----	
417	422	211	灌木或小乔木(在半日花科中常为亚灌木或草本植物)，子房柄不存在或极短；果实为蒴果或浆果。		-----	
418	419	212	叶对生；萼片不相等，外面2片较小，或有时退化，内面3片呈旋转状排列	半日花科	FA72	
419	418	212	叶常互生，；萼片相等,呈覆瓦状或镊合状排列。		-----	
420	421	213	植物体内含有色泽的汁液；叶具掌状脉，全缘；萼片5片，互相分离，基部有腺体；种皮肉质，红色	红木科	FA71	
421	420	213	植物体内不含有•色泽的汁液；叶具羽状脉或掌状脉；叶缘有锯齿或全缘；萼片3-8片，离生或合生；种皮坚硬，干燥	大风子科	FA79	
422	417	211	草本植物，如为木：本植物时，则具有显著的子房柄；果实为浆果或核果。		-----	
423	424	214	植物体内含乳汁；萼片2-3	罂粟科	FA162	
424	423	214	植物体内不含乳汁；萼片4—8。		-----	
425	426	215	叶为单叶或掌状复叶；花瓣完整；长角果	山柑科	FA69	
426	425	215	叶为单叶，或为羽状复叶或分裂；花瓣具缺刻或细裂；蒴果仅于顶端裂开	木犀草科	FA120	
427	412	208	子房2室至多室，或为不完全的2至多室。		-----	
428	433	216	草本植物，具多少有些呈花瓣状的萼片。		-----	
429	430	217	水生植物；花瓣为多数雄蕊或鳞片状的蜜腺叶所代替	睡莲科	FA131	
430	429	217	陆生植物；花瓣不为蜜腺叶所代替。		-----	
